nh,clust,Crop_18,Crop_19,Crop_22,Crop_23,Crop_24,Oil_Palm,Plantain,Banana,Orange,Cola_nut,Pineapple,Cassava,Yam,Cocoyam,Potatoes,Tomatoes,Okro,Garden_egg,Pepper,Leafy_vege,Other_vege,Onion,Avacado_pear,Mango,Pawpaw,Food_02,Food_03,Food_04,Food_05,Food_06,Food_07,Food_08,Food_09,Food_10,Food_11,Equip_22,Equip_31,Equip_41,Equip_42,Equip_51,Equip_61,Equip_62,Equip_63,Equip_64,Equip_65,profit_per_acre,ever_attend_school,Can_do_written_calculation.x,Doing_same_work,Father_do_same_work,Fetching_wood,Dispose_garbage,Born_here,eanum,agent_visit_1,agriculture_coop_1,cooperative_1,girl_prop_1,girl_prop_2,girl_prop_3,girl_prop_4,girl_prop_5,has_adultprogram_1,has_electric_1,has_pipe_1,has_restaurant_1,has_seniorsch_1,junior_loc_1,migrant_from_1,migrant_from_2,migrant_from_3,migrate1_activity_1,migrate1_activity_2,migrate1_activity_3,migrate1_activity_4,migrate1_activity_6,migrate1_activity_7,migrate2_activity_1,migrate2_activity_2,migrate2_activity_3,migrate2_activity_4,migrate2_activity_5,migrate2_activity_6,migrate2_activity_7,migrate2_activity_8,move_1,move_2,move_3,rice_husking_1,s2q17_1,s2q27_1,s3q1_1,s3q23_1,s5bq15_1,s5bq17_1,s5bq23_1,s5bq5_1,sch_private_1,sch_private_2,school_gender_1,school_gender_2,school_gender_3,sharecropper_1,sharecropper_prop_1,sharecropper_prop_2,sharecropper_prop_3,use_insecticides_1,s1q1,s2q22,s2q25,s3q12,distance_seniorschool,distance_agricenter,tracer_num,Honey,s8aq6,s8aq10,s8aq14,s8aq15,Harvest_Jan,Harvest_Feb,Harvest_Mar,Harvest_Apr,Harvest_May,Harvest_Jun,Harvest_Jul,Harvest_Aug,Harvest_Sep,Harvest_Oct,Harvest_Nov,Harvest_Dec,Sales_Jan,Sales_Feb,Sales_Mar,Sales_Apr,Sales_May,Sales_Jun,Sales_Jul,Sales_Aug,Sales_Sep,Sales_Oct,Sales_Nov,Sales_Dec,Consume_Jan,Consume_Feb,Consume_Mar,Consume_Apr,Consume_May,Consume_Jun,Consume_Jul,Consume_Aug,Consume_Sep,Consume_Oct,Consume_Nov,Consume_Dec,Employment_status,Read_Ghanaian_language.x,Work_for_whom_in_main_job,Work_for_whom,Region_ID,Outside_wall_material,Sell_any_processed_food
1,4895,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123907.738095238,1,1,0,0,2,2,1,895,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,649,0,0,0,22,6,0,0,1.74980057982641e+100,1.74980057982641e+100,1.74980057982641e+100,1.74980057982641e+100,1.74980057982641e+100,1.74980057982641e+100,1.74980057982641e+100,1.74980057982641e+100,1.74980057982641e+100,1.74980057982641e+100,1.74980057982641e+100,1.74980057982641e+100,1.74980057982641e+100,1,1,1.74980057982641e+100,1,1,1.74980057982641e+100,1.74980057982641e+100,1.74980057982641e+100,1.74980057982641e+100,1.74980057982641e+100,1.74980057982641e+100,1.74980057982641e+100,1.74980057982641e+100,1.74980057982641e+100,1.74980057982641e+100,1.74980057982641e+100,1.74980057982641e+100,1.74980057982641e+100,1.74980057982641e+100,1,1,1,1.74980057982641e+100,1.74980057982641e+100,1.74980057982641e+100,1.74980057982641e+100,1.74980057982641e+100,5,8,1,0,10,1,8
1,4905,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281567.261904762,2,2,0,0,1,1,1,905,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,206,2,4,2,4,20,0,0,1.74980057982641e+100,1.74980057982641e+100,1.74980057982641e+100,1.74980057982641e+100,3.49960115965282e+100,3.49960115965282e+100,3.49960115965282e+100,3.49960115965282e+100,3.49960115965282e+100,3.49960115965282e+100,3.49960115965282e+100,3.49960115965282e+100,3.49960115965282e+100,2,2,1.74980057982641e+100,1.74980057982641e+100,2,2,1.74980057982641e+100,3.49960115965282e+100,3.49960115965282e+100,3.49960115965282e+100,3.49960115965282e+100,3.49960115965282e+100,3.49960115965282e+100,3.49960115965282e+100,3.49960115965282e+100,3.49960115965282e+100,3.49960115965282e+100,3.49960115965282e+100,3.49960115965282e+100,1.74980057982641e+100,2,2,3.49960115965282e+100,3.49960115965282e+100,3.49960115965282e+100,3.49960115965282e+100,3.49960115965282e+100,5,1,1,0,10,1,4
1,4915,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27393.0555555556,2,2,0,0,1,1,1,915,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,3,3,3,8,3,0,0,1.74980057982641e+100,1.74980057982641e+100,1.74980057982641e+100,1.74980057982641e+100,3.49960115965282e+100,5.24940173947923e+100,5.24940173947923e+100,5.24940173947923e+100,5.24940173947923e+100,5.24940173947923e+100,5.24940173947923e+100,3.49960115965282e+100,3.49960115965282e+100,3.49960115965282e+100,1.74980057982641e+100,1.74980057982641e+100,5.24940173947923e+100,1.74980057982641e+100,1.74980057982641e+100,5.24940173947923e+100,5.24940173947923e+100,5.24940173947923e+100,5.24940173947923e+100,5.24940173947923e+100,5.24940173947923e+100,3.49960115965282e+100,3.49960115965282e+100,3.49960115965282e+100,5.24940173947923e+100,5.24940173947923e+100,5.24940173947923e+100,5.24940173947923e+100,1.74980057982641e+100,1.74980057982641e+100,1.74980057982641e+100,5.24940173947923e+100,5.24940173947923e+100,5.24940173947923e+100,5.24940173947923e+100,5.24940173947923e+100,6,1,1,0,10,1,8
1,4955,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,10757.4666666667,1,1,0,0,2,2,1,955,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1039,0,0,0,11,24,0,0,1.74980057982641e+100,1.74980057982641e+100,1.74980057982641e+100,1.74980057982641e+100,5.24940173947923e+100,5.24940173947923e+100,5.24940173947923e+100,5.24940173947923e+100,5.24940173947923e+100,5.24940173947923e+100,5.24940173947923e+100,3.49960115965282e+100,3.49960115965282e+100,3.49960115965282e+100,1.74980057982641e+100,1.74980057982641e+100,5.24940173947923e+100,3.49960115965282e+100,3,1.74980057982641e+100,5.24940173947923e+100,5.24940173947923e+100,5.24940173947923e+100,5.24940173947923e+100,5.24940173947923e+100,5.24940173947923e+100,5.24940173947923e+100,5.24940173947923e+100,5.24940173947923e+100,5.24940173947923e+100,5.24940173947923e+100,3.49960115965282e+100,3,1.74980057982641e+100,3.49960115965282e+100,5.24940173947923e+100,5.24940173947923e+100,5.24940173947923e+100,5.24940173947923e+100,5.24940173947923e+100,5,1,1,0,8,1,4
1,4982,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,37131.7316017316,2,2,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.74980057982641e+100,1.74980057982641e+100,1.74980057982641e+100,1.74980057982641e+100,5.24940173947923e+100,5.24940173947923e+100,5.24940173947923e+100,5.24940173947923e+100,5.24940173947923e+100,5.24940173947923e+100,5.24940173947923e+100,3.49960115965282e+100,1.74980057982641e+100,3.49960115965282e+100,1.74980057982641e+100,3.49960115965282e+100,3.49960115965282e+100,1.74980057982641e+100,3.49960115965282e+100,5.24940173947923e+100,5.24940173947923e+100,5.24940173947923e+100,5.24940173947923e+100,5.24940173947923e+100,5.24940173947923e+100,3.49960115965282e+100,3.49960115965282e+100,3.49960115965282e+100,5.24940173947923e+100,5.24940173947923e+100,5.24940173947923e+100,3.49960115965282e+100,3.49960115965282e+100,1.74980057982641e+100,1.74980057982641e+100,3.49960115965282e+100,5.24940173947923e+100,5.24940173947923e+100,5.24940173947923e+100,5.24940173947923e+100,5,5,1,0,8,1,8
1,4989,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87090.9523809524,2,2,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9e+05,1.74980057982641e+100,1.74980057982641e+100,1.74980057982641e+100,5.24940173947923e+100,5.24940173947923e+100,5.24940173947923e+100,5.24940173947923e+100,5.24940173947923e+100,5.24940173947923e+100,5.24940173947923e+100,3.49960115965282e+100,1.74980057982641e+100,3,3.49960115965282e+100,5.24940173947923e+100,3.49960115965282e+100,5.24940173947923e+100,5.24940173947923e+100,5.24940173947923e+100,5.24940173947923e+100,5.24940173947923e+100,5.24940173947923e+100,5.24940173947923e+100,5.24940173947923e+100,3.49960115965282e+100,3,1.74980057982641e+100,5.24940173947923e+100,5.24940173947923e+100,5.24940173947923e+100,5.24940173947923e+100,1.74980057982641e+100,3,3,3.49960115965282e+100,5.24940173947923e+100,5.24940173947923e+100,5.24940173947923e+100,5.24940173947923e+100,3,1,9,1,8,1,6
1,4995,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164836.734693878,2,1,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.74980057982641e+100,1.74980057982641e+100,1.74980057982641e+100,1.74980057982641e+100,3.49960115965282e+100,3.49960115965282e+100,3.49960115965282e+100,3.49960115965282e+100,3.49960115965282e+100,3.49960115965282e+100,3.49960115965282e+100,3.49960115965282e+100,3.49960115965282e+100,2,2,3.49960115965282e+100,1.74980057982641e+100,1.74980057982641e+100,3.49960115965282e+100,1.74980057982641e+100,1.74980057982641e+100,3.49960115965282e+100,3.49960115965282e+100,3.49960115965282e+100,3.49960115965282e+100,3.49960115965282e+100,3.49960115965282e+100,3.49960115965282e+100,1.74980057982641e+100,3.49960115965282e+100,3.49960115965282e+100,3.49960115965282e+100,3.49960115965282e+100,1.74980057982641e+100,1.74980057982641e+100,3.49960115965282e+100,3.49960115965282e+100,3.49960115965282e+100,3.49960115965282e+100,1.74980057982641e+100,3,1,9,0,9,1,5
10,4042,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,5810.86505858888,1,1,0,0,2,2,1,42,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,516,4,0,0,4,4,0,0,1.74980057982641e+100,1.74980057982641e+100,1.74980057982641e+100,1.74980057982641e+100,3.49960115965282e+100,1.74980057982641e+100,3.49960115965282e+100,5.24940173947923e+100,3.49960115965282e+100,1.74980057982641e+100,3.49960115965282e+100,5.24940173947923e+100,5.24940173947923e+100,5.24940173947923e+100,5.24940173947923e+100,5.24940173947923e+100,5.24940173947923e+100,5.24940173947923e+100,3.49960115965282e+100,3.49960115965282e+100,5.24940173947923e+100,5.24940173947923e+100,5.24940173947923e+100,5.24940173947923e+100,5.24940173947923e+100,3.49960115965282e+100,1.74980057982641e+100,3.49960115965282e+100,5.24940173947923e+100,5.24940173947923e+100,5.24940173947923e+100,5.24940173947923e+100,5.24940173947923e+100,3.49960115965282e+100,3.49960115965282e+100,1.74980057982641e+100,3.49960115965282e+100,1.74980057982641e+100,1.74980057982641e+100,1.74980057982641e+100,5,2,1,0,2,5,0
10,4059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,-49000,1,1,0,0,2,2,1,59,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,899,32,0,0,8,48,4,0,1.74980057982641e+100,1.74980057982641e+100,1.74980057982641e+100,1.74980057982641e+100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1,0,3,5,0
10,4062,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,-34666.6666666667,1,1,1,1,2,1,1,62,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,1,75,5,0,0,2,5,2,0,1.74980057982641e+100,1.74980057982641e+100,1.74980057982641e+100,1.74980057982641e+100,3.49960115965282e+100,3.49960115965282e+100,3.49960115965282e+100,1.74980057982641e+100,1.74980057982641e+100,2,1.74980057982641e+100,1.74980057982641e+100,3.49960115965282e+100,3.49960115965282e+100,3.49960115965282e+100,3.49960115965282e+100,3.49960115965282e+100,3.49960115965282e+100,3.49960115965282e+100,3.49960115965282e+100,1.74980057982641e+100,2,2,1.74980057982641e+100,3.49960115965282e+100,3.49960115965282e+100,3.49960115965282e+100,3.49960115965282e+100,3.49960115965282e+100,3.49960115965282e+100,3.49960115965282e+100,3.49960115965282e+100,1.74980057982641e+100,2,2,1.74980057982641e+100,1.74980057982641e+100,3.49960115965282e+100,3.49960115965282e+100,3.49960115965282e+100,5,1,1,9,3,5,0
10,4079,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,89500,2,2,0,0,1,1,1,79,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,850,1,0,0,3,30,0,0,1.74980057982641e+100,1.74980057982641e+100,1.74980057982641e+100,1.74980057982641e+100,3.49960115965282e+100,3.49960115965282e+100,3.49960115965282e+100,3.49960115965282e+100,3.49960115965282e+100,3.49960115965282e+100,1.74980057982641e+100,1.74980057982641e+100,1.74980057982641e+100,1.74980057982641e+100,1.74980057982641e+100,1.74980057982641e+100,3.49960115965282e+100,1.74980057982641e+100,1.74980057982641e+100,1.74980057982641e+100,3.49960115965282e+100,3.49960115965282e+100,3.49960115965282e+100,3.49960115965282e+100,3.49960115965282e+100,1.74980057982641e+100,1.74980057982641e+100,1.74980057982641e+100,3.49960115965282e+100,3.49960115965282e+100,3.49960115965282e+100,3.49960115965282e+100,3.49960115965282e+100,3.49960115965282e+100,3.49960115965282e+100,2,2,2,3.49960115965282e+100,3.49960115965282e+100,5,1,1,0,4,1,4
10,4092,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,52743.4474981721,2,2,1,1,2,2,1,92,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,103,8,0,0,8,4,0,0,1.74980057982641e+100,1.74980057982641e+100,1.74980057982641e+100,1.74980057982641e+100,3.49960115965282e+100,3.49960115965282e+100,3.49960115965282e+100,3.49960115965282e+100,3.49960115965282e+100,1.74980057982641e+100,1.74980057982641e+100,2,2,3.49960115965282e+100,1.74980057982641e+100,1.74980057982641e+100,1.74980057982641e+100,1.74980057982641e+100,3.49960115965282e+100,3.49960115965282e+100,3.49960115965282e+100,1.74980057982641e+100,1.74980057982641e+100,2,2,1.74980057982641e+100,1.74980057982641e+100,1.74980057982641e+100,1.74980057982641e+100,1.74980057982641e+100,1.74980057982641e+100,3.49960115965282e+100,3.49960115965282e+100,1.74980057982641e+100,1.74980057982641e+100,2,2,2,1.74980057982641e+100,1.74980057982641e+100,3,1,9,1,4,1,6
10,4342,1,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302341.107936508,2,2,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.74980057982641e+100,1.74980057982641e+100,1.74980057982641e+100,1.74980057982641e+100,5.24940173947923e+100,5.24940173947923e+100,5.24940173947923e+100,3.49960115965282e+100,5.24940173947923e+100,3.49960115965282e+100,3.49960115965282e+100,5.24940173947923e+100,5.24940173947923e+100,3.49960115965282e+100,3.49960115965282e+100,5.24940173947923e+100,5.24940173947923e+100,5.24940173947923e+100,5.24940173947923e+100,3.49960115965282e+100,5.24940173947923e+100,3.49960115965282e+100,3.49960115965282e+100,5.24940173947923e+100,5.24940173947923e+100,3.49960115965282e+100,3.49960115965282e+100,5.24940173947923e+100,1.74980057982641e+100,3.49960115965282e+100,5.24940173947923e+100,5.24940173947923e+100,5.24940173947923e+100,5.24940173947923e+100,5.24940173947923e+100,5.24940173947923e+100,5.24940173947923e+100,5.24940173947923e+100,5.24940173947923e+100,1.74980057982641e+100,0,1,0,0,5,5,2
10,4345,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,-32591.746031746,1,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.74980057982641e+100,1.74980057982641e+100,1.74980057982641e+100,1.74980057982641e+100,3.49960115965282e+100,3.49960115965282e+100,3.49960115965282e+100,3.49960115965282e+100,1.74980057982641e+100,2,1.74980057982641e+100,3.49960115965282e+100,3.49960115965282e+100,3.49960115965282e+100,1.74980057982641e+100,1.74980057982641e+100,3.49960115965282e+100,3.49960115965282e+100,3.49960115965282e+100,3.49960115965282e+100,3.49960115965282e+100,3.49960115965282e+100,3.49960115965282e+100,3.49960115965282e+100,3.49960115965282e+100,3.49960115965282e+100,3.49960115965282e+100,3.49960115965282e+100,3.49960115965282e+100,1.74980057982641e+100,1.74980057982641e+100,1.74980057982641e+100,3.49960115965282e+100,3.49960115965282e+100,3.49960115965282e+100,1.74980057982641e+100,1.74980057982641e+100,1.74980057982641e+100,3.49960115965282e+100,3.49960115965282e+100,5,3,1,1,4,5,4
10,4355,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331512.708333333,1,1,0,0,1,2,1,355,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,788,5,0,0,10,15,0,0,1.74980057982641e+100,1.74980057982641e+100,1.74980057982641e+100,1.74980057982641e+100,6.99920231930564e+100,6.99920231930564e+100,1.74980057982641e+100,6.99920231930564e+100,6.99920231930564e+100,6.99920231930564e+100,5.24940173947923e+100,6.99920231930564e+100,6.99920231930564e+100,6.99920231930564e+100,6.99920231930564e+100,6.99920231930564e+100,6.99920231930564e+100,6.99920231930564e+100,4,6.99920231930564e+100,6.99920231930564e+100,6.99920231930564e+100,6.99920231930564e+100,6.99920231930564e+100,6.99920231930564e+100,6.99920231930564e+100,6.99920231930564e+100,6.99920231930564e+100,6.99920231930564e+100,6.99920231930564e+100,1.74980057982641e+100,6.99920231930564e+100,6.99920231930564e+100,6.99920231930564e+100,5.24940173947923e+100,6.99920231930564e+100,6.99920231930564e+100,6.99920231930564e+100,6.99920231930564e+100,6.99920231930564e+100,5,2,1,0,1,1,0
10,4369,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,312360.523809524,2,1,0,0,2,2,2,369,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,104,22,6,6,22,22,0,0,1.74980057982641e+100,1.74980057982641e+100,1.74980057982641e+100,1.74980057982641e+100,5.24940173947923e+100,5.24940173947923e+100,3.49960115965282e+100,1.74980057982641e+100,3,1.74980057982641e+100,3.49960115965282e+100,5.24940173947923e+100,5.24940173947923e+100,5.24940173947923e+100,5.24940173947923e+100,5.24940173947923e+100,5.24940173947923e+100,5.24940173947923e+100,5.24940173947923e+100,3.49960115965282e+100,1.74980057982641e+100,3,1.74980057982641e+100,3.49960115965282e+100,5.24940173947923e+100,5.24940173947923e+100,5.24940173947923e+100,5.24940173947923e+100,5.24940173947923e+100,5.24940173947923e+100,5.24940173947923e+100,5.24940173947923e+100,1.74980057982641e+100,3,3,1.74980057982641e+100,5.24940173947923e+100,5.24940173947923e+100,5.24940173947923e+100,5.24940173947923e+100,5,1,1,0,1,1,6
10,4372,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,297713.214285714,1,1,0,0,2,2,1,372,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,829,52,0,0,52,52,0,0,1.74980057982641e+100,1.74980057982641e+100,1.74980057982641e+100,1.74980057982641e+100,8.74900289913205e+100,8.74900289913205e+100,8.74900289913205e+100,5.24940173947923e+100,5.24940173947923e+100,6.99920231930564e+100,6.99920231930564e+100,6.99920231930564e+100,6.99920231930564e+100,6.99920231930564e+100,5.24940173947923e+100,6.99920231930564e+100,6.99920231930564e+100,6.99920231930564e+100,8.74900289913205e+100,3.49960115965282e+100,3.49960115965282e+100,5.24940173947923e+100,6.99920231930564e+100,6.99920231930564e+100,6.99920231930564e+100,8.74900289913205e+100,8.74900289913205e+100,6.99920231930564e+100,6.99920231930564e+100,5.24940173947923e+100,6.99920231930564e+100,6.99920231930564e+100,6.99920231930564e+100,6.99920231930564e+100,8.74900289913205e+100,8.74900289913205e+100,8.74900289913205e+100,8.74900289913205e+100,6.99920231930564e+100,6.99920231930564e+100,5,2,1,0,1,5,6
10,4379,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271356.666666667,2,2,0,0,2,1,2,379,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,229,18,5,4,0,8,0,0,1.74980057982641e+100,1.74980057982641e+100,1.74980057982641e+100,1.74980057982641e+100,3.49960115965282e+100,3.49960115965282e+100,3.49960115965282e+100,3.49960115965282e+100,3.49960115965282e+100,3.49960115965282e+100,3.49960115965282e+100,1.74980057982641e+100,3.49960115965282e+100,3.49960115965282e+100,3.49960115965282e+100,1.74980057982641e+100,3.49960115965282e+100,3.49960115965282e+100,3.49960115965282e+100,3.49960115965282e+100,3.49960115965282e+100,3.49960115965282e+100,3.49960115965282e+100,1.74980057982641e+100,3.49960115965282e+100,3.49960115965282e+100,3.49960115965282e+100,1.74980057982641e+100,3.49960115965282e+100,3.49960115965282e+100,3.49960115965282e+100,3.49960115965282e+100,3.49960115965282e+100,3.49960115965282e+100,3.49960115965282e+100,1.74980057982641e+100,3.49960115965282e+100,3.49960115965282e+100,3.49960115965282e+100,1.74980057982641e+100,5,1,1,0,1,1,0
10,4405,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,180578.571428571,1,2,0,0,2,2,1,405,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,1,239.5,228,0,12,148,92,0,0,3e+06,1.74980057982641e+100,1.74980057982641e+100,1.74980057982641e+100,6.99920231930564e+100,6.99920231930564e+100,5.24940173947923e+100,5.24940173947923e+100,6.99920231930564e+100,5.24940173947923e+100,3.49960115965282e+100,5.24940173947923e+100,6.99920231930564e+100,5.24940173947923e+100,5.24940173947923e+100,5.24940173947923e+100,6.99920231930564e+100,6.99920231930564e+100,5.24940173947923e+100,5.24940173947923e+100,6.99920231930564e+100,5.24940173947923e+100,3.49960115965282e+100,3.49960115965282e+100,5.24940173947923e+100,5.24940173947923e+100,5.24940173947923e+100,6.99920231930564e+100,5.24940173947923e+100,5.24940173947923e+100,6.99920231930564e+100,3.49960115965282e+100,3.49960115965282e+100,5.24940173947923e+100,6.99920231930564e+100,5.24940173947923e+100,5.24940173947923e+100,5.24940173947923e+100,5.24940173947923e+100,5.24940173947923e+100,0,1,0,0,2,1,2
